work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,MI,FT,Information Security Manager,180000,US,100,US,L
2022,SE,FT,Vulnerability Management Engineer,130000,US,0,US,L
2022,MI,FT,Incident Response Analyst,127000,US,100,US,L
2022,MI,FT,Cloud Security Engineer,108856,US,0,US,L
2022,MI,FT,Cyber Security Specialist,97433,DE,50,DE,L
2021,SE,FT,Cyber Security Researcher,58390,BR,100,BR,L
2022,EX,FT,Chief Information Security Officer,51964,SI,0,SI,M
2022,MI,FT,Incident Response Analyst,87000,US,50,US,L
2021,EN,FT,Security Operations Analyst,53192,DE,100,DE,S
2022,EN,FT,Penetration Tester,2000,RO,50,RO,M
2022,SE,FT,IT Security Engineer,130000,US,50,US,L
2021,SE,FT,Lead Security Engineer,100474,ES,100,ES,L
2022,SE,FT,Security Researcher,99598,FR,100,US,L
2022,MI,FT,DevSecOps Engineer,150000,US,100,US,L
2021,SE,FT,Penetration Testing Engineer,160000,US,100,US,L
2021,SE,FT,Cyber Security Engineer,150000,US,50,US,L
2021,MI,FT,Penetration Tester,38513,GB,100,GB,S
2021,MI,FT,Information Security Analyst,55000,US,50,US,L
2022,SE,FT,Information Security Manager,260000,US,100,US,L
2021,EX,FT,Cyber Security Architect,50000,HR,50,HR,L
2022,MI,FT,Information Security Manager,90218,CA,100,CA,L
2021,SE,FT,Information Security Manager,145000,US,0,US,L
2021,SE,FT,Information Security Manager,135000,US,0,US,L
2021,MI,FT,Information Security Analyst,88000,US,0,US,L
2021,MI,FT,Information Security Analyst,84000,US,0,US,L
2021,SE,FT,Cloud Security Engineer,120000,US,100,US,M
2022,SE,FT,Security Engineer,146000,US,100,US,L
2022,EN,FT,Digital Forensics Analyst,84727,CA,50,CA,L
2022,EN,FT,Application Security Analyst,56092,CA,0,CA,L
2022,EX,FT,Chief Information Security Officer,15397,GB,100,GB,M
2022,EN,FT,Cyber Threat Analyst,60000,US,100,US,M
2022,SE,FT,Vulnerability Management Engineer,175000,US,100,US,L
2022,SE,FT,Cyber Security Architect,160000,US,100,US,L
2022,SE,CT,Application Security Engineer,200000,BR,100,CA,L
2022,MI,FT,Infrastructure Security Engineer,130000,US,100,US,M
2021,SE,FT,Incident Response Analyst,112575,AU,100,AU,L
2021,EN,FT,Cyber Security Analyst,84300,US,100,US,L
2022,EN,FT,Penetration Testing Engineer,50000,US,100,US,S
2022,EN,FT,Incident Response Analyst,85000,US,100,US,L
2022,MI,FT,Information Security Manager,171200,US,100,US,L
2021,MI,FT,Information Security Analyst,66000,US,100,US,L
2022,EX,FT,Head of Security,270000,US,50,US,L
2022,MI,FT,Information Security Analyst,84583,US,0,US,L
2021,EN,FT,Security Analyst,70000,US,0,US,L
2022,EN,FT,Penetration Tester,63000,US,50,US,L
2022,SE,FT,Information Security Manager,61707,NL,100,NL,L
2021,MI,FT,Azure Security Engineer,77576,GB,100,GB,L
2022,SE,FT,IT Security Manager,97982,SE,0,SE,L
2022,EN,FT,IT Security Manager,110000,US,50,US,M
2021,EN,FT,Cyber Security Analyst,53000,US,50,US,M
2021,EN,FT,SOC Analyst,55000,US,50,US,S
2021,SE,FT,Security Analyst,180000,US,100,US,L
2022,SE,FT,Threat Hunting Lead,61000,HU,50,HU,L
2022,MI,FT,Security Specialist,70569,GB,50,GB,S
2021,MI,FT,Cyber Threat Analyst,99292,DE,50,DE,L
2022,MI,FT,Information Security Officer,2202,ET,0,ET,L
2022,EN,FT,Information Security Specialist,54915,CA,100,CA,L
2022,SE,FT,Information Security Specialist,106000,US,100,US,L
2021,MI,FT,SOC Analyst,77026,GB,100,GB,L
2022,MI,FT,Cyber Security Engineer,98000,US,100,US,L
2020,SE,FT,Cyber Threat Analyst,125000,US,50,US,L
2022,SE,FT,Cyber Security Engineer,19568,IN,0,IN,S
2021,SE,FT,Information Security Manager,59102,IT,100,IT,S
2022,MI,FT,Incident Response Analyst,160000,US,100,US,L
2022,SE,FT,Security Analyst,23001,MX,100,MX,L
2022,EX,FT,Chief Information Security Officer,110965,DE,100,DE,M
2022,SE,FT,Penetration Testing Engineer,150000,US,100,US,M
2022,EN,FT,IT Security Analyst,76000,US,50,US,L
2022,SE,FT,Security Researcher,145499,IL,50,IL,M
2021,EX,FT,Chief Information Security Officer,310000,US,50,US,L
2022,MI,FT,Information Security Analyst,59021,GB,100,GB,L
2022,MI,FT,Cyber Security Specialist,70368,NL,50,NL,L
2022,MI,FT,Incident Response Analyst,121599,CA,100,US,L
2021,MI,FT,Incident Response Manager,99980,US,100,US,L
2021,MI,FT,Cyber Threat Analyst,145000,US,100,US,L
2022,EN,FT,Cyber Security Specialist,79000,US,50,US,M
2021,MI,FT,Incident Response Lead,120000,US,100,US,L
2022,EX,FT,Head of Security,210000,US,100,US,L
2022,MI,FT,Cyber Threat Intelligence Analyst,125000,US,100,US,M
2022,SE,FT,Security Analyst,115000,US,100,US,L
2021,SE,FT,Incident Response Lead,225000,US,100,US,L
2022,SE,FT,Cyber Security Engineer,41138,ES,100,ES,M
2022,EN,FT,SOC Analyst,40794,CA,100,CA,L
2022,EX,FT,Chief Information Security Officer,270647,IT,50,IT,L
2022,SE,FT,Detection Engineer,910991,GB,100,GB,L
2022,EX,FT,Information Security Manager,153000,US,100,US,L
2020,MI,FT,Incident Response Lead,43338,IE,100,IE,L
2022,SE,FT,Corporate Security Engineer,180000,US,100,US,M
2021,MI,FT,Cyber Threat Intelligence Analyst,120000,US,100,US,L
2022,MI,FT,Cyber Security Analyst,107000,US,100,US,L
2022,SE,FT,Security Engineering Manager,20000,PK,0,PK,L
2022,EN,FT,Cyber Security Analyst,65000,US,100,US,L
2021,SE,FT,Penetration Tester,150000,CA,100,CA,S
2022,SE,FT,Security Analyst,73135,GB,100,GB,L
2021,SE,FT,Security Engineering Manager,305000,US,100,US,L
2022,SE,FT,Security Researcher,500000,US,100,US,L
2021,SE,FT,Information Systems Security Engineer,125000,US,100,US,L
2022,EN,FT,Cyber Threat Intelligence Analyst,65437,GB,50,GB,L
2021,SE,FT,Staff Security Engineer,140000,US,50,US,L
2022,SE,FT,Information Security Architect,297000,US,50,US,L
2021,MI,FT,Information Security Analyst,46560,US,100,US,L
2022,SE,FT,Cyber Security Analyst,96000,US,100,US,L
2022,SE,FT,Penetration Tester,130000,US,100,US,L
2022,SE,FT,Information Security Manager,128308,GB,100,NO,L
2021,SE,FT,Security Engineering Manager,98346,GB,100,NO,L
2021,SE,CT,Cyber Security Specialist,67307,PL,100,PL,S
2022,EN,FT,Cyber Threat Intelligence Analyst,39514,FR,50,FR,L
2022,SE,FT,Security Researcher,88772,DE,100,US,L
2022,SE,FT,Cyber Security Analyst,129000,US,100,US,L
2022,SE,FT,Cyber Security Engineer,155000,US,100,US,L
2021,SE,FT,Cyber Security Architect,125000,US,100,US,L
2020,EN,FT,SOC Analyst,73000,US,0,US,M
2021,SE,FT,Cyber Security Engineer,170000,US,100,US,L
2022,SE,FT,Security Engineer,160000,US,100,US,L
2022,EN,FT,Cyber Security Analyst,70000,US,100,US,M
2021,MI,FT,Information Security Analyst,98000,US,100,US,L
2022,SE,FT,Cyber Threat Intelligence Analyst,143000,US,100,US,L
2021,MI,FT,Security Engineer,83500,US,0,US,L
2022,MI,FT,Security Operations Analyst,120000,US,100,US,L
2022,MI,FT,Security Engineer,120000,US,100,US,M
2022,MI,FT,Cyber Security Analyst,20100,CR,100,US,L
2022,EX,FT,Security Researcher,240000,US,100,US,L
2021,MI,FT,Cyber Threat Intelligence Analyst,97000,US,100,US,L
2022,SE,FT,Threat Intelligence Response Analyst,220000,US,100,US,L
2022,EX,FT,Cyber Threat Intelligence Analyst,287500,US,50,US,L
2022,SE,FT,Penetration Tester,150000,US,100,US,M
2021,SE,FT,Cyber Security Engineer,120000,US,100,US,L
2021,SE,FT,Threat Intelligence Analyst,157000,US,100,US,L
2021,SE,FT,Threat Intelligence Analyst,208000,JP,100,US,L
2022,SE,FT,Security Specialist,100500,US,100,US,L
2021,EX,FT,Incident Response Manager,175000,US,100,US,L
2022,SE,FT,Cyber Threat Intelligence Analyst,150000,US,100,US,L
2022,EN,FT,Cyber Security Analyst,72000,US,100,US,L
2021,SE,FT,Cyber Threat Analyst,125000,US,100,US,L
2022,SE,FT,IT Security Manager,190000,US,50,US,L
2022,EN,FT,Security Analyst,65000,US,100,US,L
2022,MI,FT,Security Researcher,160000,US,50,US,S
2022,MI,FT,Cyber Security Analyst,90000,US,100,US,S
2022,SE,FT,Detection Engineer,360000,US,100,US,L
2022,SE,FT,Detection Engineer,200000,US,100,US,L
2021,EN,FT,SOC Analyst,37825,PT,100,PT,L
2022,MI,FT,Cloud Security Engineer,120000,US,100,US,L
2022,EN,FT,Cyber Security Analyst,34000,US,100,US,L
2022,EN,FT,Cloud Security Architect,85966,NG,100,GB,M
2022,SE,FT,Offensive Security Engineer,51323,IE,100,GB,S
2022,MI,FT,Penetration Tester,165000,US,100,US,M
2022,SE,FT,Cyber Security Engineer,173000,US,50,US,L
2021,MI,FT,Cyber Security Engineer,109000,US,0,US,L
2022,MI,FT,Threat Intelligence Analyst,126000,US,0,US,M
2022,MI,FT,Information Security Analyst,230000,US,50,US,L
2022,SE,FT,Information Security Specialist,112000,US,100,US,M
2022,SE,FT,Cyber Security Analyst,130000,US,50,US,L
2022,SE,FT,Enterprise Security Engineer,130000,US,100,US,L
2022,EN,FT,Cyber Security Analyst,58000,US,100,US,S
2021,MI,FT,Vulnerability Management Engineer,69000,US,100,US,L
2022,MI,FT,Cyber Security Specialist,145000,US,50,US,L
2022,MI,FT,Information Security Officer,61000,US,0,US,M
2021,EN,FT,Information Security Analyst,70000,US,100,US,L
2021,SE,FT,Information Security Architect,126000,US,50,US,L
2022,SE,FT,Information Security Manager,72533,DE,100,DE,L
2021,EX,FT,Head of Security,145000,US,100,US,L
2022,EN,FT,SOC Analyst,75000,US,100,US,L
2022,MI,FT,Cyber Security Analyst,74900,US,0,US,L
2021,MI,FT,Penetration Tester,65013,DE,100,DE,M
2021,SE,FT,Cyber Security Analyst,87000,AE,50,US,L
2021,EN,FT,Cyber Security Engineer,65000,US,100,US,L
2021,MI,FT,Security Researcher,53192,PT,100,US,L
2022,SE,FT,Information Security Manager,143000,US,50,US,L
2022,SE,FT,Vulnerability Analyst,165000,US,100,US,L
2022,MI,FT,Ethical Hacker,75658,NO,50,NO,L
2022,SE,FT,Information Security Manager,140736,DE,100,DE,L
2021,MI,FT,Security Specialist,130000,US,100,US,L
2021,SE,FT,Cyber Threat Intelligence Analyst,125000,US,100,US,L
2022,SE,FT,Incident Response Lead,112000,US,50,US,L
2022,SE,FT,Security Engineer,119500,US,100,US,L
2021,EX,FT,Chief Information Security Officer,220500,US,100,US,L
2022,EN,FT,Security Analyst,70000,US,100,US,L
2022,SE,FT,IT Security Manager,172000,US,100,US,L
2022,SE,FT,Penetration Tester,118000,US,100,US,S
2021,SE,FT,Cyber Security Engineer,153667,NL,100,US,L
2022,EX,FT,Chief Information Security Officer,58624,BR,100,BR,L
2021,EN,FT,Cyber Security Analyst,9268,BR,100,BR,L
2021,MI,FT,Cyber Security Analyst,73300,US,0,US,L
2022,MI,FT,Penetration Tester,143000,US,100,US,L
2022,EX,FT,Threat Intelligence Response Analyst,300000,GB,100,RU,L
2021,SE,FT,Penetration Tester,105000,US,100,US,S
2022,SE,FT,Lead Security Engineer,256617,GB,0,GB,L
2022,MI,FT,Penetration Tester,42000,CZ,50,CZ,L
2022,SE,FT,Incident Response Lead,34432,ID,100,ID,L
2022,EN,FT,Information Security Engineer,44386,FR,0,FR,L
2022,SE,FT,Cyber Security Engineer,105000,US,0,US,S
2022,EX,FT,Head of Security,70348,BR,100,BR,L
2022,MI,FT,Security Engineer,130000,US,100,US,L
2022,SE,FT,DevOps Security Engineer,35174,BR,100,BR,L
2021,EN,FT,Penetration Tester,49646,DE,50,DE,L
2021,EN,FT,Cyber Security Analyst,40000,AE,100,AE,L
2021,SE,FT,Information Security Architect,118205,IE,100,IE,L
2021,SE,FT,Chief Information Security Officer,137547,GB,100,GB,L
2021,SE,FT,Information Security Analyst,218742,CH,100,CH,L
2022,EN,CT,SOC Analyst,70000,US,100,US,L
2022,EN,FT,Threat Intelligence Analyst,85000,US,100,US,L
2022,SE,FT,Cyber Threat Intelligence Analyst,181000,US,100,US,L
2022,SE,FT,Incident Response Lead,224000,US,100,US,L
2022,SE,FT,Information Security Architect,55888,BR,100,US,L
2022,SE,FT,Cyber Security Analyst,35174,BR,100,BR,L
2022,EX,FT,Head of Security,220000,US,100,US,L
2022,SE,FT,Information Security Manager,34001,BR,100,BR,L
2022,SE,FT,DevOps Security Engineer,94141,CA,100,CA,L
2021,SE,FT,Security Specialist,211000,US,100,US,L
2022,SE,FT,Cloud Security Architect,110000,US,100,US,L
2022,MI,FT,Cyber Threat Intelligence Analyst,200000,US,100,US,L
2021,MI,FT,Product Security Engineer,170000,US,100,US,L
2021,SE,FT,Information Security Manager,135000,US,100,US,L
2022,EX,FT,Threat Intelligence Analyst,189000,US,100,US,L
2021,EX,FT,Head of Security,173000,US,100,US,M
2022,SE,FT,Incident Response Lead,249000,US,100,US,L
2022,SE,FT,IT Security Manager,140000,US,100,US,L
2022,SE,CT,Detection Engineer,135000,US,50,US,L
2022,EN,FT,Threat Intelligence Analyst,74289,AU,100,AU,L
2022,SE,FT,Incident Response Manager,600000,US,100,US,L
2021,MI,FT,Information Security Specialist,100000,US,50,US,L
2021,SE,FT,Network Security Engineer,102000,US,50,US,L
2022,MI,FT,Information Security Analyst,60000,US,100,US,M
2022,SE,FT,Security Engineering Manager,183000,US,100,US,L
2022,SE,FT,Cloud Security Architect,190000,US,100,US,L
2022,MI,FT,Information Security Engineer,130000,US,100,US,L
2021,SE,FT,Cyber Security Architect,130026,NL,100,NL,L
2021,EN,FT,Application Security Engineer,175000,US,100,US,L
2021,EN,FT,Application Security Engineer,16228,IN,0,IN,L
2022,MI,FT,Privacy Manager,150000,US,100,US,M
2021,MI,FT,Cloud Security Engineer,155000,US,100,GB,L
2021,EX,FT,Chief Information Security Officer,141846,FR,50,FR,L
2021,EN,FT,Cyber Security Engineer,74000,US,50,US,S
2021,SE,FT,Cyber Security Specialist,46100,FR,0,FR,L
2022,SE,FT,Lead Security Engineer,112000,US,100,US,L
2022,SE,FT,Security Engineer,255000,US,100,US,L
2022,SE,FT,Security Engineer,170000,US,100,US,L
2022,SE,FT,Penetration Testing Engineer,173000,US,0,US,L
2021,MI,FT,Security Engineer,130000,US,100,US,L
2022,SE,FT,IT Security Engineer,150000,US,100,US,L
2022,EX,FT,Head of Security,200000,US,100,US,L
2022,MI,FT,Cyber Security Engineer,101986,CA,100,US,L
2021,MI,FT,IT Security Analyst,76000,US,100,US,L
2022,MI,FT,Cyber Threat Analyst,88000,US,100,US,L
2021,EN,FT,Security Analyst,50000,US,100,US,S
2021,SE,FT,Security Analyst,80000,US,100,US,S
2022,MI,FT,Cyber Security Analyst,131800,US,0,US,L
2022,MI,FT,Cyber Security Analyst,99900,US,0,US,L
2021,MI,FT,Cyber Security Engineer,110000,US,100,US,M
2022,MI,FT,Information Security Manager,160000,US,50,US,L
2021,MI,FT,Information Security Manager,128000,US,100,US,L
2022,MI,FT,Information Security Manager,130000,US,0,US,L
2021,MI,FT,Threat Intelligence Analyst,125000,US,100,US,L
2022,SE,FT,Information Security Manager,310000,US,100,US,L
2022,EN,FT,Cyber Security Analyst,55000,US,0,US,L
2021,SE,FT,IT Security Manager,138000,US,100,US,L
2022,SE,FT,IT Security Manager,142780,CA,0,CA,L
2022,SE,FT,IT Security Manager,101986,CA,0,CA,L
2021,MI,FT,Cyber Security Specialist,63831,EE,50,EE,M
2020,MI,CT,Chief Information Security Officer,103310,AU,0,AU,M
2021,EN,FT,Cyber Security Analyst,60000,US,50,US,L
2021,SE,FT,Network and Security Engineer,99960,US,0,US,L
2020,EN,FT,Cyber Security Analyst,5734,IN,100,IN,L
2021,EN,PT,Information Security Analyst,30000,US,100,US,L
2022,MI,FT,Security Engineer,110000,US,50,US,L
2021,MI,FT,Information Security Specialist,68900,US,100,US,L
2021,MI,FT,IT Security Manager,116000,US,0,US,S
2022,EN,FT,Cyber Threat Analyst,99000,CA,100,CA,L
2022,MI,FT,Cyber Security Analyst,86607,IE,100,IE,L
2021,MI,FT,Cyber Security Analyst,47857,CA,50,CA,L
2022,EN,FT,Information Systems Security Engineer,44000,SG,0,SG,L
2022,EN,FT,Cyber Security Analyst,52000,US,50,US,S
2021,MI,FT,IT Security Analyst,115500,US,100,US,L
2022,MI,FT,Information Security Specialist,78451,CA,100,CA,L
2022,MI,FT,Information Security Specialist,71432,CA,100,CA,L
2021,SE,FT,Information Security Engineer,104000,US,100,US,L
2020,MI,FT,Cyber Security Analyst,74130,DE,100,DE,L
2022,EN,FT,Network and Security Engineer,70000,IN,0,US,L
2021,SE,FT,Penetration Tester,68342,PL,100,PL,L
2022,MI,FT,Cyber Security Analyst,131500,US,0,US,L
2022,MI,FT,Cyber Security Analyst,99950,US,0,US,L
2021,EN,FT,Cyber Security Analyst,76200,US,50,US,L
2021,MI,FT,Digital Forensics Analyst,100000,US,100,US,M
2022,MI,FT,Information Security Officer,100000,US,50,US,L
2021,SE,FT,Security Engineer,145000,US,50,US,L
2021,MI,FT,Information Security Analyst,120000,US,100,US,L
2021,MI,FT,Penetration Tester,100000,US,100,US,M
2021,MI,FT,Software Security Engineer,320000,US,50,US,L
2021,EN,FT,Security Analyst,75000,US,100,US,S
2021,SE,FT,Cyber Security Engineer,150000,US,100,US,L
2021,MI,FT,Security Engineer,81562,DE,50,DE,L
2021,SE,FT,Privacy Manager,120000,US,100,US,L
2020,MI,FT,Cyber Threat Analyst,115000,US,100,US,L
2021,MI,FT,Security Analyst,91700,US,0,US,L
2021,MI,FT,Security Analyst,82600,US,0,US,L
2021,SE,FT,IT Security Manager,146000,US,100,US,L
2021,MI,FT,Cyber Security Analyst,135000,US,50,US,L
2021,SE,FT,Information Security Manager,185000,US,50,US,L
2021,EX,FT,Head of Security,220000,US,50,US,L
2021,EN,FT,SOC Analyst,68500,US,50,US,M
2020,SE,FT,Information Security Manager,111883,CA,100,US,L
2021,MI,FT,Penetration Tester,115000,US,100,US,M
2021,MI,FT,Cyber Security Engineer,97350,US,100,US,L
2020,SE,FT,Information Security Analyst,94000,US,50,US,L
2021,EN,FT,Cyber Security Engineer,93000,US,100,US,L
2021,SE,FT,Information Security Analyst,130000,US,100,US,L
2020,SE,FT,Cloud Security Engineer,74130,ES,50,US,L
2021,MI,FT,Cyber Security Architect,114839,CH,0,CH,L
2021,MI,FT,Cloud Security Engineer,100000,KG,50,RU,L
2021,EN,FT,Cyber Security Analyst,79000,US,100,US,L
2021,SE,FT,Cyber Security Training Specialist,130000,US,100,US,M
2020,SE,FT,Cyber Security Specialist,129998,US,100,US,M
2021,EN,FT,Cyber Security Analyst,75000,US,100,US,M
2021,SE,FT,Threat Intelligence Analyst,155000,US,100,US,S
2021,MI,FT,Information Security Officer,47518,DE,50,DE,S
2021,MI,FT,Cyber Threat Intelligence Analyst,75000,US,100,US,L
2021,SE,FT,Product Security Engineer,100474,ES,100,ES,L
2021,SE,FT,Information Security Manager,200000,US,0,US,M
2021,MI,FT,Information Security Analyst,93600,US,100,US,L
2021,MI,FT,Chief Information Security Officer,96500,US,0,US,L
2021,EN,FT,Cyber Security Analyst,100000,KE,100,KE,M
2021,SE,FT,Cyber Security Architect,205000,US,100,US,L
2020,EN,FT,Security Engineer,122000,US,0,US,L
2020,EN,FT,Cyber Security Analyst,96000,US,50,US,L
2021,EN,FT,SOC Analyst,72000,US,100,US,L
2021,EN,FT,Cyber Security Analyst,50000,US,100,US,L
2021,EN,FT,IT Security Analyst,50000,US,0,US,L
2021,MI,FT,Cyber Security Engineer,61896,GB,100,GB,L
2021,EN,FT,Cyber Security Engineer,177308,BG,100,GB,L
2021,MI,FT,Cloud Security Engineer,13523,IN,50,IN,L
2021,EN,FT,Penetration Tester,48141,GB,100,GB,M
2021,MI,FT,IT Security Engineer,27187,GR,0,GR,M
2021,SE,FT,Information Security Architect,140000,US,100,US,L
2021,MI,FT,Cyber Security Analyst,85000,US,100,US,S
2021,SE,FT,Information Security Specialist,92000,US,100,US,L
2020,MI,FT,DevSecOps Engineer,103000,US,50,US,L
2021,EN,FT,Penetration Tester,70000,IR,0,CA,L
2021,EN,FT,DevSecOps Engineer,31915,EE,0,EE,L
2021,EN,FT,Cyber Security Analyst,65000,US,100,US,L
2020,SE,FT,Incident Response Manager,180000,US,50,US,L
2021,SE,FT,Information Security Manager,59693,PT,50,PT,L
2020,MI,FT,Cyber Security Analyst,88981,CH,100,CH,L
2021,SE,FT,Cyber Security Engineer,216000,US,100,US,L
2020,MI,FT,IT Security Analyst,90000,US,100,US,M
2021,SE,FT,Cyber Security Analyst,95000,US,100,CA,L
2021,EN,FT,Penetration Tester,70000,US,50,US,S
2021,SE,FT,Lead Security Engineer,150000,US,100,US,M
2021,SE,FT,Security Engineer,130000,US,100,US,M
2021,SE,FT,Cyber Security Engineer,175000,US,100,US,L
2021,MI,FT,Cyber Security Engineer,220000,US,50,US,M
2021,EN,FT,Information Security Officer,106000,US,0,US,L
2021,SE,FT,Incident Response Analyst,120000,US,100,US,L
2021,EN,FT,Cyber Security Analyst,75000,US,100,US,L
2021,EN,FT,Cyber Security Analyst,35899,GB,50,GB,L
2021,MI,FT,Cyber Security Analyst,96000,US,50,US,L
2021,EN,FT,Information Security Analyst,75000,US,50,US,L
2021,EN,FT,Cyber Security Analyst,88654,NL,100,NL,L
2021,SE,FT,Information Security Manager,43275,IN,0,IN,L
2021,MI,FT,Cyber Security Analyst,43275,IN,0,IN,L
2021,EN,FT,Information Security Analyst,65000,US,100,US,L
2020,EN,FT,Cyber Security Engineer,80000,US,50,US,L
2020,MI,FT,SOC Analyst,91520,US,0,US,L
2021,EX,FT,Head of Security,255170,AU,50,AU,L
2021,SE,FT,Security Engineering Manager,135600,US,0,US,L
2020,EN,FT,Cyber Security Analyst,61195,DK,0,DK,M
2021,MI,FT,Information Security Analyst,53000,US,0,US,L
2021,MI,FT,Cyber Security Engineer,72000,US,50,US,M
2021,MI,FT,IT Security Engineer,169000,US,50,US,L
2021,MI,FT,Information Security Manager,121581,AU,100,AU,L
2020,MI,FT,Cyber Security Architect,99000,US,0,US,L
2021,MI,FT,Penetration Tester,100000,US,100,US,L
2021,MI,FT,Information Security Manager,130000,US,0,US,M
2021,MI,FT,Security Analyst,97000,US,100,US,L
2020,MI,FT,Cyber Security Analyst,68428,IE,50,IE,L
2021,MI,FT,Cyber Security Analyst,65013,PT,100,DE,S
2021,MI,FT,IT Security Engineer,90000,US,50,US,L
2021,EN,FT,Information Security Engineer,85000,US,100,US,L
2021,MI,FT,IT Security Engineer,90000,US,50,US,L
2020,EN,FT,Vulnerability Researcher,85000,US,0,US,L
2020,MI,FT,Penetration Tester,66091,DK,50,DK,L
2021,SE,FT,Cyber Security Specialist,75774,CA,100,CA,S
2020,MI,FT,Incident Response Manager,123000,US,0,US,L
2021,SE,FT,Cyber Security Analyst,80000,IN,50,RS,L
2021,SE,FT,Cloud Security Engineer,170000,US,100,US,L
2021,EN,FT,Cyber Threat Intelligence Analyst,77000,US,100,US,L
2021,MI,FT,Penetration Tester,63810,CA,100,CA,L
2021,EX,FT,Chief Information Security Officer,375000,US,100,US,L
2021,EN,FT,Cyber Security Analyst,59575,DE,50,DE,M
2020,MI,FT,Security Engineer,135000,US,100,US,M
2020,SE,FT,Security Engineer,148000,US,50,US,M
2020,SE,FT,Staff Application Security Engineer,180000,US,100,US,L
2021,MI,FT,Cyber Security Analyst,90000,US,100,US,L
2021,EN,FT,Cyber Security Analyst,63700,US,100,US,L
2021,SE,FT,Incident Response Analyst,89405,GB,100,GB,L
2020,EX,FT,Information Security Manager,117810,US,0,US,S
2020,MI,FT,Information Systems Security Engineer,200000,US,100,US,L
2021,SE,FT,Cyber Security Analyst,56738,SI,50,SI,M
2021,MI,FT,SOC Analyst,63810,CA,100,CA,L
2020,SE,FT,Cyber Security Analyst,134000,US,100,US,L
2021,MI,FT,Cyber Security Analyst,119000,US,100,AU,L
2020,MI,FT,Information Security Analyst,140000,US,0,US,L
2020,MI,FT,Cyber Security Engineer,175000,US,50,US,L
2021,SE,FT,Cyber Security Analyst,85000,US,50,US,L
2020,MI,FT,Offensive Security Engineer,180000,US,50,US,M
2021,SE,FT,Information Security Engineer,320000,US,100,US,L
2021,MI,FT,SOC Analyst,75000,US,100,US,M
2021,MI,FT,Penetration Testing Engineer,127000,US,100,US,L
2021,EN,FT,Cyber Security Specialist,45100,US,50,US,L
2021,SE,FT,Information Security Officer,124000,US,50,US,L
