work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2021,MI,FT,Information Security Manager,90000,US,0,US,M
2021,EX,FT,IAM Engineer,240000,US,50,US,L
2021,EX,FT,IAM Engineer,240000,US,50,US,L
2020,MI,FT,Security Engineer,80000,US,100,US,M
2020,MI,FT,Security Engineer,82648,AU,50,AU,L
2020,SE,FT,Security Engineering Manager,27000,AR,50,AR,M
2020,MI,FT,Cyber Security Analyst,87500,US,100,US,L
2020,MI,FT,Cyber Security Analyst,110000,US,0,US,L
2021,EN,FT,Penetration Tester,98000,US,50,US,L
2020,MI,FT,Cyber Security Architect,102000,US,50,US,L
2020,MI,FT,Cyber Threat Analyst,72000,US,100,US,L
2021,EX,FT,Chief Information Security Officer,239287,CA,50,CA,S
2021,MI,FT,IT Security Engineer,124000,US,0,US,M
2021,EN,FT,Ethical Hacker,119000,US,100,US,L
2020,SE,FT,Principal Security Engineer,175000,US,100,US,L
2021,SE,FT,Information Security Manager,180000,US,100,US,L
2020,SE,FT,SOC Analyst,63400,CA,100,CA,S
2021,EN,FT,SOC Analyst,45950,NZ,0,NZ,M
2021,SE,FT,Information Security Manager,123000,US,100,US,L
2020,EN,FT,Cyber Security Analyst,80000,US,50,US,L
2021,MI,FT,Infrastructure Security Engineer,120000,US,50,US,L
2021,MI,FT,Cyber Security Analyst,150000,US,50,US,M
2021,SE,FT,Information Security Manager,47282,ES,0,ES,L
2021,SE,FT,Information Security Manager,135000,US,0,US,L
2021,MI,FT,Cyber Security Engineer,130000,US,50,US,L
2021,MI,FT,Information Security Manager,100000,US,50,US,M
2021,EN,FT,Cyber Threat Analyst,23641,GR,100,US,L
2021,EN,FT,SOC Analyst,49792,GB,100,GB,M
2021,EN,FT,Cyber Security Analyst,70000,US,100,US,L
2021,SE,FT,Principal Cloud Security Engineer,130000,US,100,US,L
2021,EN,FT,Security Analyst,73000,US,0,US,S
2021,MI,FT,IT Security Engineer,34018,HU,50,HU,M
2021,EN,FT,Incident Response Analyst,49485,NZ,0,NZ,S
2021,MI,FT,Cyber Security Analyst,92000,US,100,US,L
2021,MI,FT,Cyber Security Analyst,145000,US,50,US,L
2020,SE,FT,Cyber Security Engineer,135000,US,50,US,L
2021,EN,FT,Cyber Security Analyst,53783,DE,0,DE,L
2021,SE,FT,Cyber Security Analyst,150000,US,0,US,L
2021,MI,FT,Chief Information Security Officer,60520,GB,100,GB,L
2020,EN,FT,Cyber Security Engineer,75000,US,100,US,L
2021,SE,FT,Cyber Security Analyst,66022,GB,100,US,L
2021,MI,FT,Cyber Security Specialist,68773,GB,50,GB,L
2020,SE,FT,Information Security Manager,150000,US,50,US,L
2021,MI,FT,Cyber Security Analyst,90000,US,0,US,M
2020,MI,FT,Information Security Manager,79833,IE,50,IE,L
2021,SE,FT,Information Security Architect,102500,US,0,US,L
2021,EX,FT,Chief Information Security Officer,130000,US,100,US,L
2021,MI,FT,Cyber Security Analyst,85000,US,100,US,L
2021,MI,FT,Penetration Tester,120000,US,100,US,M
2020,EX,FT,Security Engineering Manager,600000,US,50,US,L
2021,SE,FT,Cyber Security Architect,141000,US,50,US,L
2020,EN,FT,Cyber Security Analyst,66000,US,50,US,L
2021,EN,FT,Security Analyst,60008,US,50,US,L
2020,SE,FT,Cyber Security Engineer,272000,US,100,US,L
2020,EN,FT,Cyber Security Analyst,80000,US,100,US,M
2020,MI,FT,Information Security Analyst,51305,GB,100,DK,L
2021,EN,FT,IT Security Analyst,31000,US,0,US,L
2021,SE,FT,Security Engineer,119643,CA,100,CA,M
2021,EN,FT,Security Analyst,100300,US,100,US,L
2021,SE,FT,Product Security Engineer,150000,US,100,US,L
2021,MI,FT,Information Security Engineer,119000,US,100,US,L
2020,MI,FT,Security Engineer,192000,US,100,US,L
2020,SE,FT,Information Security Manager,102000,US,0,US,L
2021,SE,FT,Chief Information Security Officer,240000,US,100,US,S
2021,EN,FT,SOC Analyst,63000,US,0,US,L
2021,MI,FT,Cyber Security Engineer,98000,US,100,US,L
2020,SE,FT,Information Security Manager,70545,GB,100,GB,S
2021,SE,FT,Information Security Manager,100000,US,100,US,L
2021,MI,FT,Information Security Engineer,80000,US,100,US,M
2020,MI,FT,Information Security Specialist,72000,US,100,US,L
2021,EN,FT,Cyber Security Engineer,75000,US,100,US,L
2020,MI,FT,Lead Information Security Engineer,80000,US,50,US,L
2021,MI,FT,Cyber Security Analyst,67000,US,0,US,L
2020,SE,FT,Lead Information Security Engineer,130000,US,100,US,L
2021,SE,FT,Information Security Specialist,67798,CA,50,CA,L
2021,MI,FT,SOC Analyst,120000,US,100,US,L
2021,MI,FT,Cyber Security Engineer,76500,US,100,US,L
2021,SE,FT,Cyber Security Analyst,160000,US,0,US,M
2021,EX,FT,Head of Security,200000,US,100,US,L
2021,EX,FT,Information Security Officer,142000,US,50,US,L
2020,EX,FT,Lead Security Engineer,180000,US,100,US,L
2020,MI,FT,Cyber Security Analyst,120000,US,100,US,L
2021,MI,FT,Chief Information Security Officer,40000,NL,50,NL,L
2021,MI,FT,Information Security Architect,85108,DE,100,DE,L
2021,SE,FT,Information Security Manager,150000,US,100,US,M
2021,MI,FT,Cyber Security Specialist,100000,US,0,US,L
2021,EN,FT,Information Security Officer,34043,BE,50,BE,L
2021,SE,FT,Information Security Manager,111667,CA,50,CA,M
2021,EX,FT,Head of Security,187000,US,100,US,L
2021,MI,FT,Cyber Security Analyst,43824,ZA,100,ZA,L
2021,EX,FT,Chief Information Security Officer,104000,US,100,US,L
2021,MI,FT,Information Security Analyst,79762,CA,100,CA,L
2020,EN,FT,Network Security Engineer,65000,US,50,US,L
2020,MI,FT,Cyber Security Engineer,128000,US,0,US,L
2021,MI,FT,Information Security Engineer,120000,US,100,US,L
2020,MI,FT,Information Security Manager,105000,US,100,US,L
2021,MI,FT,Information Security Analyst,120000,US,100,US,L
2021,MI,FT,Incident Response Analyst,145000,US,100,US,L
2021,EN,FT,Information Security Officer,43736,AT,0,AT,M
2021,EN,FT,Penetration Tester,78000,US,100,US,L
2021,SE,FT,Cyber Security Engineer,125000,US,100,US,L
2021,SE,FT,Incident Response Manager,130000,US,0,US,L
2020,SE,FT,Application Security Engineer,130000,US,100,US,L
2020,SE,FT,Information Security Manager,141000,US,100,US,L
2021,SE,FT,Product Security Engineer,120000,US,100,US,L
2021,MI,FT,Cyber Security Analyst,90000,US,100,US,L
2021,EX,FT,Information Security Manager,172500,US,100,US,M
2020,SE,FT,Network and Security Engineer,90000,US,50,US,L
2020,MI,FT,Cyber Security Analyst,93000,US,50,US,L
2021,SE,FT,Cyber Security Specialist,57082,GB,100,GB,L
2021,EN,FT,IT Security Analyst,62000,US,50,US,L
2020,SE,FT,Network and Security Engineer,240000,CA,100,US,L
2021,SE,FT,Penetration Tester,195000,US,100,US,L
2021,MI,FT,Penetration Tester,120308,CH,100,CH,L
2021,EN,PT,Penetration Tester,59102,DE,100,DE,S
2021,SE,FT,Chief Information Security Officer,90000,AR,50,AR,L
2021,SE,FT,Cloud Security Engineer,95715,CA,50,UM,L
2021,EN,FT,Penetration Tester,49646,LU,50,LU,S
2021,SE,FT,Corporate Infrastructure Security Engineer,105070,AU,0,AU,L
2021,SE,FT,Incident Response Manager,116327,AU,0,AU,L
2021,MI,FT,Penetration Tester,75774,CA,100,CA,L
2021,MI,FT,SOC Analyst,12800,EG,100,EG,M
2021,EN,PT,Penetration Testing Engineer,11812,TW,50,TW,S
2020,SE,FT,Cyber Security Analyst,98000,US,100,US,L
2021,EN,FT,Application Security Engineer,2000,VN,0,VN,L
2020,EN,FT,Application Security Engineer,85000,US,100,US,L
2021,EN,FT,SOC Analyst,37488,CA,100,CA,S
2020,MI,FT,Incident Response Manager,120000,US,50,US,L
2021,SE,FT,Information Security Manager,120000,US,50,US,M
2021,EN,FT,Cyber Security Analyst,70000,US,0,US,L
2020,MI,FT,Cyber Security Analyst,75000,US,100,US,L
2021,EN,FT,Cyber Security Engineer,101350,US,50,US,L
2020,EN,FT,Cyber Security Analyst,60000,US,50,US,L
2021,EN,FT,Detection Engineer,85000,US,0,US,L
2020,SE,FT,Cloud Security Architect,100000,SA,0,SA,L
2021,MI,FT,Cyber Security Specialist,76000,US,0,US,L
2021,EX,FT,Information Security Architect,135596,CA,50,CA,L
2021,SE,FT,Security Analyst,105000,US,100,US,M
2021,MI,PT,Cyber Security Researcher,100000,US,50,US,M
2021,MI,FT,Cyber Security Engineer,65000,US,100,US,L
2021,MI,FT,Application Security Engineer,48684,IN,0,IN,M
2021,MI,FT,Information Security Officer,122000,US,0,US,L
2021,MI,FT,Cyber Security Analyst,80000,US,50,US,L
2021,EN,FT,Information Security Analyst,60619,CA,100,CA,M
2021,MI,FT,Cyber Security Analyst,131870,US,0,US,L
2021,MI,FT,Cyber Security Analyst,99900,US,0,US,L
2021,EN,FT,Application Security Engineer,80000,AF,0,AF,S
2021,SE,FT,Cyber Security Architect,82528,GB,0,GB,L
2021,MI,FT,Cyber Security Analyst,79000,US,100,US,L
2020,EX,FT,Head of Security,186487,CH,0,CH,L
2020,MI,FT,Product Security Engineer,64255,DK,0,DK,L
2021,MI,FT,Information Security Architect,78879,FR,50,CH,S
2021,MI,FL,Information Security Officer,76833,DE,100,DE,M
2021,SE,FT,Penetration Tester,136591,AU,100,AU,L
2021,SE,FT,Information Security Manager,126000,US,50,US,L
2021,EN,FT,Security Engineer,50000,US,50,US,S
2020,MI,FT,Cyber Security Engineer,75000,US,50,US,S
2021,MI,FT,IT Security Analyst,103000,US,0,US,L
2021,SE,FT,Security Engineer,138000,US,0,US,L
2021,MI,FT,Information Security Officer,42554,SI,100,SI,L
2020,SE,FT,Cyber Security Architect,123000,US,100,US,L
2020,MI,FT,Penetration Tester,80000,US,100,US,L
2021,MI,FT,IAM Engineer,115000,US,100,US,L
2021,MI,FT,Information Security Officer,61467,SE,100,SE,S
2021,SE,FL,Cyber Security Specialist,100000,FR,50,FR,L
2021,MI,FT,Incident Response Analyst,100000,US,100,US,L
2021,SE,FT,Cyber Security Researcher,275000,US,100,US,L
2021,SE,FT,Cyber Security Analyst,78965,CA,100,CA,L
2021,EN,FT,Cyber Security Analyst,80000,US,50,US,L
2021,MI,FT,Cyber Security Engineer,210000,US,100,US,L
2021,EN,FT,Incident Response Analyst,66000,US,100,US,L
2021,MI,FT,Information Security Analyst,95000,US,0,US,L
2021,SE,FT,Product Security Engineer,160000,US,0,US,L
2021,MI,FT,Application Security Engineer,21637,IN,0,IN,L
2021,SE,FT,Cloud Security Engineering Manager,65013,ES,100,ES,L
2021,SE,FT,Cyber Security Engineer,55000,LT,50,DK,L
2020,SE,FT,Information Security Engineer,106000,US,0,US,L
2020,EX,FT,Information Security Officer,202000,US,0,US,L
2020,EN,FT,Security Engineer,36234,GB,100,GB,M
2021,MI,FT,Cyber Security Analyst,50710,SI,100,SI,M
2020,EN,FT,Cyber Threat Intelligence Analyst,71000,US,0,US,L
2021,EN,FT,Network Security Engineer,11305,IN,50,IN,L
2020,EN,FT,IT Security Analyst,9715,IN,0,IN,L
2021,MI,FT,Information Security Manager,114000,US,50,US,L
2021,EN,FT,Cyber Security Analyst,81000,US,50,US,L
2021,EX,FT,Security Officer 3,148000,US,100,US,M
2021,MI,FT,Cyber Threat Analyst,79509,US,50,US,L
2021,EN,FT,Cyber Security Analyst,110000,JP,0,JP,L
2021,MI,FT,Security Analyst,20000,IN,100,US,L
2021,EN,FT,Cyber Security Analyst,77000,US,100,US,L
2021,MI,FT,Cloud Security Engineer,130000,CH,50,CH,L
2020,SE,FT,Security Engineer,142000,US,100,US,L
2021,SE,FT,Security Engineering Manager,174000,US,50,US,L
2021,MI,FT,Cyber Threat Intelligence Analyst,100000,US,0,US,L
2020,MI,FT,IT Security Engineer,130000,US,50,US,L
2021,SE,FT,Cyber Threat Intelligence Analyst,134000,US,100,US,L
2020,MI,CT,Security Engineer,45618,NL,50,NL,S
2020,SE,FT,Information Security Architect,170000,US,100,US,L
2021,MI,FT,Information Security Engineer,120000,US,100,US,L
2021,SE,FT,DevSecOps Engineer,70923,FR,50,FR,L
2021,EN,FT,Ethical Hacker,53192,DE,50,DE,M
2021,MI,FT,Cyber Security Analyst,90000,US,50,US,L
2020,MI,FT,Information Security Analyst,52588,GB,0,GB,L
2021,MI,FT,Penetration Testing Engineer,150000,US,100,US,L
2020,MI,FT,Information Security Specialist,80000,US,100,US,L
2021,SE,FT,Cyber Security Analyst,108822,AU,100,US,L
2021,EN,FT,Cyber Security Analyst,65000,DE,100,US,L
2020,MI,FT,Cyber Security Analyst,21283,ZA,50,ZA,L
2021,MI,FT,Infrastructure Security Engineer,85000,US,0,US,L
2021,SE,FT,Lead Security Engineer,135000,US,0,US,L
2020,MI,FT,Cyber Security Specialist,54784,SE,50,SE,M
2020,SE,FT,Cyber Security Specialist,77572,CA,100,CA,L
2020,MI,FT,Cloud Security Architect,100000,BG,0,BR,M
2021,SE,CT,Cyber Security Architect,72000,US,100,US,M
2021,SE,FT,Cyber Security Architect,127000,US,100,US,L
2021,SE,FT,Digital Forensics Analyst,140000,US,50,US,L
2020,SE,FT,Digital Forensics Analyst,125000,US,100,US,L
2020,SE,PT,Cyber Security Researcher,55000,US,100,US,L
2021,SE,FT,Information Security Manager,90000,US,0,US,S
2021,SE,FT,Ethical Hacker,150000,US,100,US,L
2020,SE,FT,Vulnerability Analyst,80000,RU,0,RU,S
2020,EN,FT,Cyber Security Analyst,26230,IT,100,IT,L
2021,MI,FT,Information Security Analyst,82700,US,100,US,L
2021,EN,FT,Cyber Security Analyst,39200,GB,50,GB,S
2021,MI,FT,Cyber Security Analyst,106000,US,100,US,L
2020,SE,FT,Information Security Engineer,120000,US,100,US,M
2021,EX,FT,Principal Security Engineer,51389,IN,100,GB,S
2021,SE,FT,Cyber Security Architect,200000,US,100,US,L
2020,SE,FT,Security Engineer,170000,US,50,US,L
2021,SE,FT,Information Security Engineer,107000,US,0,US,L
2020,SE,FT,Information Security Officer,159000,US,50,US,L
2020,MI,FT,Cyber Security Specialist,73000,US,0,US,L
2020,SE,FT,Cyber Security Specialist,146000,US,100,US,L
2020,MI,FT,Cyber Security Specialist,72317,AU,0,AU,L
2021,EN,FT,Penetration Tester,4327,IN,50,IN,S
2021,EN,FT,Cyber Security Analyst,32323,GB,50,GB,L
2021,EN,FT,Incident Response Analyst,77600,US,100,US,L
2021,EN,FL,Cyber Security Researcher,75000,US,0,US,S
2020,SE,FT,Software Security Engineer,180000,US,100,US,S
2020,SE,PT,Information Security Manager,51321,PT,100,NL,M
2021,EN,FT,Cyber Security Analyst,63000,US,50,US,L
2021,MI,FT,Application Security Engineer,13523,IN,50,IN,M
2021,MI,FT,Penetration Tester,100000,US,100,US,M
2021,EN,FT,SOC Analyst,60619,CA,100,CA,M
2021,SE,FT,Cyber Security Architect,35000,TR,50,TR,S
2021,MI,FT,Security Engineer,118205,DE,50,DE,L
2020,SE,FT,Application Security Engineer,108000,US,100,US,L
2020,MI,FT,Vulnerability Management Engineer,130000,US,50,US,L
2020,SE,FT,Lead Application Security Engineer,62726,PT,100,PT,L
2020,MI,FT,Penetration Tester,106564,CH,0,CH,L
2020,MI,FT,Cyber Security Analyst,34214,PT,0,PT,L
2020,SE,FT,Information Security Specialist,170000,US,100,US,L
2021,MI,FT,Cyber Security Engineer,41372,IT,50,IT,L
2021,MI,FT,Cyber Security Analyst,4868,IN,50,IN,M
2021,SE,FT,Cyber Security Engineer,132000,US,100,US,L
2021,EN,FT,Security Engineer,50828,FR,100,FR,L
2021,SE,FT,Penetration Tester,90530,CA,100,CA,M
2021,EN,FT,Cyber Security Engineer,10200,DZ,0,DZ,L
2020,MI,FT,Cyber Security Engineer,150000,US,0,US,L
2020,SE,FT,Security Engineer,54309,PT,50,PT,L
2021,MI,FT,Application Security Engineer,59102,FR,100,FR,L
2020,SE,FT,Cyber Security Researcher,285118,DE,100,US,L
2020,EN,FT,Cyber Security Analyst,4318,IN,0,IN,L
2021,SE,FT,Penetration Tester,100500,CA,50,CA,L
2021,SE,FT,Cyber Threat Intelligence Analyst,94564,DE,100,DE,L
2021,EX,FT,Cyber Security Specialist,89294,SG,100,SG,S
2021,SE,FT,Cyber Security Architect,280000,AU,100,AU,L
2021,SE,FT,Cyber Security Specialist,172615,AU,0,AU,S
2021,SE,FT,Security Engineering Manager,134317,NZ,50,NZ,L
2021,SE,FT,Staff Security Engineer,450000,US,100,US,L
2020,EN,FT,Information Security Analyst,60000,US,100,US,L
2021,MI,FT,Cyber Security Analyst,110000,US,100,US,L
2021,SE,FT,Cyber Security Specialist,40000,IN,0,IN,L
2021,EN,FT,Cyber Security Analyst,80000,US,50,US,L
2020,SE,FT,Cyber Threat Analyst,140000,US,100,US,L
2021,MI,FT,Information Security Analyst,30000,US,0,US,M
2020,MI,FT,Security Analyst,115000,US,100,US,M
2021,MI,FT,Penetration Tester,52267,GB,100,GB,S
2021,MI,FT,Cyber Security Engineer,140000,US,100,US,M
2021,SE,FT,Information Security Manager,59102,IT,100,IT,L
2021,SE,FT,Cyber Threat Intelligence Analyst,200000,US,100,US,M
2021,MI,FT,Security Engineer,165488,NL,50,NL,L
2021,SE,FT,Cyber Security Analyst,140000,US,100,US,L
2021,SE,FT,Cyber Security Architect,140000,US,100,US,L
2020,SE,FT,Principal Cloud Security Engineer,64132,GB,100,GB,L
2021,MI,FT,Penetration Tester,2056,PT,100,PT,M
2021,SE,FT,Cyber Security Specialist,88654,NL,50,NL,S
2020,SE,FT,Cyber Security Specialist,51321,ES,100,ES,S
2021,SE,FT,Security Engineer,59102,PT,100,PT,L
2020,EN,FT,Information Security Analyst,3238,IN,0,IN,M
2021,MI,FT,Cyber Security Engineer,94564,FR,100,FR,L
2021,EX,FT,Chief Information Security Officer,195316,GB,100,GB,L
2020,SE,FT,Penetration Testing Engineer,70709,ES,100,ES,L
2021,MI,FT,Security Engineer,82744,DE,50,DE,L
2020,EN,FT,Cyber Security Engineer,44892,GB,100,GB,L
2021,SE,FT,Information Security Specialist,169525,CH,100,CH,L
2020,SE,FT,Cyber Security Specialist,54727,ZA,100,ZA,L
2021,EN,FT,IT Security Engineer,19858,GR,50,GR,M
2020,MI,FT,Cyber Security Specialist,29652,IT,50,IT,M
2020,MI,FT,Ethical Hacker,59304,FR,100,FR,L
2020,SE,FT,Penetration Tester,50831,PL,100,PL,L
2020,EN,FT,SOC Analyst,60000,US,100,US,L
2020,SE,FT,Penetration Tester,96198,GB,100,GB,M
2021,SE,FT,Cloud Security Engineer,140000,US,0,US,L
2020,SE,FT,Information Security Engineer,34157,GR,50,GR,L
2021,EX,FT,Penetration Tester,82744,FR,50,FR,L
2020,EN,FT,Penetration Tester,34414,NZ,100,NZ,M
2020,SE,CT,Cyber Security Analyst,192396,GB,100,GB,L
2021,MI,FT,Penetration Tester,39007,ES,100,ES,M
2020,SE,FT,Cyber Security Architect,82114,BE,0,BE,M
2020,MI,FT,Security Engineer,90000,CH,50,CH,S
2021,SE,FT,IT Security Engineer,82744,AT,100,AT,S
2020,MI,FT,Cyber Security Analyst,100000,US,0,US,L
2020,MI,FT,Information Security Manager,136856,DE,50,DE,L
2020,MI,FT,Application Security Engineer,8223,IN,100,US,L
2021,SE,FT,Cyber Security Engineer,66195,FR,50,FR,S
2021,EN,FT,Security Engineer,13523,IN,50,IN,M
2020,MI,FT,Cyber Security Analyst,5337,SE,0,SE,L
2021,MI,FT,Cyber Security Specialist,73287,DE,100,DE,L
2020,SE,FT,Information Security Architect,62726,ES,0,ES,L
2021,MI,FT,Cyber Security Analyst,60284,DE,100,DE,M
2021,SE,FT,Cyber Security Architect,83415,BR,100,BR,L
2020,MI,FT,DevSecOps Engineer,66147,BE,50,BE,M
2020,SE,FT,Security Engineer,300000,US,50,US,L
2021,MI,FT,Cyber Security Researcher,20285,IN,0,IN,M
2021,EN,FT,Cyber Security Analyst,80100,US,100,US,L
2021,SE,FT,Cyber Security Researcher,175000,US,0,US,S
2020,SE,FT,Information Security Specialist,2764,RU,0,RU,L
2021,SE,FT,Cloud Security Engineer,82000,US,100,US,L
2020,SE,FT,Cyber Security Engineer,132000,US,100,US,L
2020,SE,FT,IT Security Engineer,105000,US,50,US,L
2021,SE,FT,Security Engineer,106000,US,100,US,L
2020,SE,FT,Concierge Security Engineer,131154,DE,100,DE,S
2021,SE,FT,Information Security Analyst,115000,US,50,US,L
2021,SE,FT,Penetration Tester,143000,US,100,US,L
2021,EX,FT,Chief Information Security Officer,289000,US,100,US,L
2021,SE,FT,Penetration Tester,135090,AU,100,AU,S
2021,MI,FT,Penetration Tester,115000,US,100,US,L
2020,SE,FT,Information Security Manager,252000,US,100,US,M
2020,MI,FT,Application Security Engineer,79810,CA,100,CA,L
2020,SE,FT,Incident Response Analyst,135000,US,50,US,L
2021,SE,FT,Penetration Tester,190000,US,100,US,M
2021,EN,FT,Security Analyst,48000,US,100,US,L
2021,MI,FT,Security Engineering Manager,140000,US,50,US,L
2021,SE,FT,Penetration Tester,127248,NZ,50,NZ,S
2021,SE,FT,Security Engineer,123792,GB,50,GB,L
2021,EN,FT,Cyber Security Engineer,56662,AU,100,AU,M
2020,SE,FT,Cyber Security Architect,203000,US,50,US,L
2020,EN,FT,Cyber Security Specialist,38776,IT,50,IT,L
2021,MI,FT,Product Security Engineer,140400,US,50,US,L
2021,MI,FT,Penetration Tester,110000,US,100,US,L
2021,SE,FT,Security Engineer,172000,US,100,US,L
2021,EN,FT,Cyber Security Engineer,88500,US,50,US,L
2020,EN,FT,Cyber Security Engineer,76960,US,50,US,L
2020,SE,FT,Information Security Engineer,145000,US,100,US,L
2020,MI,FT,Cyber Security Specialist,109000,US,0,US,L
2020,EN,FT,Penetration Tester,63866,DE,50,DE,S
2021,EN,FT,Cyber Security Analyst,85000,US,50,IL,M
2021,SE,FT,Application Security Engineer,75000,PT,50,PT,M
2020,SE,FT,Software Security Engineer,206620,AU,100,US,L
2020,SE,FT,Information Security Manager,140000,US,0,US,L
2020,EX,FT,Information Security Manager,169781,US,100,US,L
2021,SE,FT,Cyber Threat Intelligence Analyst,110000,US,100,US,L
2021,MI,FT,Cyber Security Engineer,85000,US,100,US,L
2020,SE,FT,Cyber Threat Intelligence Analyst,108000,US,100,US,L
2020,SE,FT,Information Security Architect,109024,GB,100,GB,M
2021,EN,FT,Cyber Security Researcher,125000,US,50,US,L
2021,SE,FT,Penetration Tester,133000,US,100,US,L
2020,MI,FT,Cyber Security Engineer,126000,US,50,US,L
2020,EN,FT,Information Security Officer,49040,FR,50,FR,L
2020,SE,FT,Security Incident Response Engineer,260000,US,100,US,L
2021,EN,FT,Cyber Threat Analyst,51774,PL,0,PL,L
2021,MI,FT,Threat Intelligence Analyst,105000,US,0,US,S
2021,SE,FT,Cyber Security Engineer,133900,US,100,US,L
2021,MI,FT,Information Security Analyst,75000,US,0,US,L
2021,SE,FT,Penetration Testing Engineer,118903,IL,50,IL,L
2021,MI,FT,IT Security Engineer,89000,US,0,US,M
2021,EX,FT,Chief Information Security Officer,400000,US,100,US,L
2021,SE,FT,Cloud Security Architect,205000,US,100,US,L
2020,SE,FT,Information Security Architect,198000,US,100,US,L
2021,SE,FT,Cyber Security Specialist,60284,NL,50,NL,M
2020,SE,FT,Information Security Architect,125452,DE,50,DE,L
2020,EX,FT,Cyber Security Architect,216690,FR,100,US,L
2021,SE,FT,Ethical Hacker,57920,NL,50,NL,S
2021,MI,FT,Information Security Officer,86000,US,0,US,L
2020,EN,FT,Cyber Security Analyst,65000,US,100,US,S
2020,SE,FT,Security Engineer,149000,US,50,US,L
2020,SE,FT,Cyber Security Engineer,140000,US,50,US,L
2021,MI,FT,Cyber Threat Intelligence Analyst,116000,US,50,US,L
2021,SE,FT,Detection Engineer,81000,PL,100,PL,L
2020,MI,FT,Security Analyst,115000,US,100,US,L
2021,MI,FT,Information Security Engineer,128000,US,100,US,L
2020,MI,FT,Cyber Security Engineer,71849,DE,0,DE,L
2020,SE,FT,Information Security Specialist,114047,DE,100,DE,L
2020,MI,FT,Information Security Officer,122750,US,100,US,M
2020,MI,FT,DevOps Security Engineer,144000,US,0,US,M
2020,SE,FT,Cyber Security Analyst,102611,GB,50,GB,L
2020,EN,FT,Application Security Engineer,100000,AF,0,AF,S
2020,MI,FT,Application Security Engineer,110000,US,50,US,L
2020,SE,FT,Chief Information Security Officer,35000,AR,100,AR,L
2021,EN,FT,Application Security Engineer,65000,US,100,US,L
2020,SE,FT,Information Security Specialist,170000,US,100,US,L
2021,SE,FT,Application Security Engineer,135000,US,100,US,L
2021,EN,FT,Cyber Security Analyst,100000,US,50,US,M
2020,MI,FT,Ethical Hacker,456621,GB,100,GB,L
2020,MI,FT,Cyber Security Analyst,96422,AU,50,AU,M
2021,SE,FT,Information Security Manager,82528,GB,50,GB,L
2021,SE,FT,Penetration Testing Engineer,126000,US,100,US,L
2021,MI,FT,Information Security Analyst,57769,GB,100,GB,L
2021,MI,FT,Threat Intelligence Analyst,66310,US,0,US,L
